id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
689395,17000.0,3,9.17,541.95,B,B2,82812.0,6 years,0,46000.0,1,2015-05-01,0,4,53.0,19,34.47,4.0,670.0,674.0,23.0,0.0,0.0,22836.0,31.9,34.0,1,0,Mar-1992,4.0,1.0,0.0,9.0,11.0,11.0,13.0,16.0,7.0,21.0,26.0,11.0,23.0,0.0,0.0,0.0,3.0
271362,8000.0,3,11.49,263.78,B,B5,87.0,10+ years,0,52500.0,0,2016-07-01,0,0,138.0,0,25.46,0.0,670.0,674.0,13.0,1.0,1.0,3960.0,44.0,32.0,0,0,Jan-1995,0.0,1.0,0.0,1.0,7.0,7.0,1.0,7.0,7.0,9.0,23.0,7.0,13.0,0.0,0.0,0.0,3.0
591554,14000.0,5,12.62,315.83,C,C1,1423.0,7 years,0,51000.0,2,2017-11-01,1,6,504.0,11,15.74,0.0,745.0,749.0,4.0,0.0,0.0,0.0,0.0,18.0,0,0,Jun-2008,7.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0
15323,12700.0,3,9.67,407.83,B,B1,638.0,10+ years,0,56542.0,2,2013-12-01,0,0,196.0,14,28.92,0.0,735.0,739.0,18.0,0.0,0.0,10539.0,16.9,49.0,0,0,Jun-1996,340.0,1.0,0.0,3.0,8.0,8.0,3.0,5.0,23.0,13.0,21.0,8.0,18.0,0.0,0.0,0.0,2.0
579545,12025.0,3,7.39,373.45,A,A4,318.0,10+ years,0,35000.0,1,2016-06-01,0,2,148.0,11,2.57,0.0,815.0,819.0,7.0,0.0,0.0,1870.0,7.1,11.0,0,0,Jan-1988,5.0,1.0,0.0,3.0,4.0,4.0,5.0,6.0,1.0,6.0,8.0,4.0,7.0,0.0,0.0,0.0,2.0
433636,14000.0,3,6.24,427.44,A,A2,97.0,3 years,0,50268.0,1,2015-11-01,1,4,79.0,2,11.94,0.0,680.0,684.0,8.0,0.0,0.0,13798.0,57.5,13.0,0,0,May-2003,4.0,1.0,0.0,6.0,8.0,8.0,6.0,8.0,2.0,8.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0
606136,20000.0,5,23.76,572.58,F,F4,222047.0,10+ years,0,215000.0,2,2013-03-01,0,5,0.0,0,15.93,0.0,665.0,669.0,20.0,0.0,0.0,53252.0,77.5,43.0,0,0,Oct-1987,299.0,1.0,0.0,9.0,14.0,14.0,10.0,20.0,10.0,15.0,29.0,14.0,20.0,0.0,0.0,0.0,3.0
546990,13000.0,3,5.32,391.5,A,A1,18089.0,10+ years,2,75000.0,0,2017-04-01,0,0,288.0,13,18.42,0.0,735.0,739.0,14.0,1.0,0.0,61774.0,15.8,26.0,0,0,Jan-1998,0.0,1.0,0.0,5.0,6.0,6.0,6.0,8.0,8.0,11.0,17.0,7.0,14.0,0.0,0.0,0.0,2.0
204325,12000.0,3,10.16,388.11,B,B1,54.0,NA,1,52518.0,1,2012-12-01,0,0,177.0,26,12.16,0.0,710.0,714.0,12.0,0.0,0.0,22735.0,36.2,24.0,0,0,Jan-1991,0.0,1.0,0.0,10.0,10.0,10.0,10.0,17.0,2.0,12.0,22.0,10.0,12.0,0.0,0.0,0.0,0.0
454718,9600.0,3,18.49,349.43,E,E2,2689.0,10+ years,2,32000.0,2,2015-12-01,0,0,124.0,13,24.61,0.0,670.0,674.0,8.0,0.0,0.0,10476.0,98.8,16.0,0,0,Nov-2005,0.0,1.0,1.0,2.0,7.0,7.0,2.0,4.0,3.0,7.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0
560589,14400.0,3,16.01,506.34,C,C5,199.0,10+ years,0,48000.0,1,2018-04-01,0,0,20.0,15,24.18,0.0,680.0,684.0,9.0,1.0,1.0,14130.0,42.2,18.0,0,0,Oct-2006,0.0,1.0,0.0,4.0,5.0,5.0,4.0,5.0,8.0,8.0,10.0,5.0,9.0,0.0,0.0,0.0,1.0
123428,19100.0,3,13.98,652.61,C,C3,80.0,1 year,1,72000.0,0,2014-05-01,0,0,136.0,8,13.06,0.0,690.0,694.0,14.0,0.0,0.0,22504.0,89.1,26.0,1,0,Apr-2001,0.0,1.0,0.0,7.0,11.0,11.0,7.0,13.0,7.0,12.0,19.0,11.0,14.0,0.0,0.0,0.0,0.0
311632,11000.0,3,10.49,357.48,B,B3,36800.0,10+ years,0,51000.0,1,2016-06-01,0,0,65.0,19,18.24,1.0,685.0,689.0,11.0,0.0,0.0,8449.0,65.5,15.0,0,0,Jan-1999,0.0,1.0,1.0,3.0,7.0,7.0,3.0,3.0,5.0,8.0,9.0,7.0,11.0,0.0,0.0,1.0,0.0
345249,15000.0,5,15.61,361.67,C,C3,4782.0,10+ years,1,49000.0,1,2013-10-01,0,4,54.0,28,7.79,0.0,705.0,709.0,12.0,1.0,1.0,3260.0,18.0,41.0,1,0,Feb-2004,27867.0,1.0,0.0,5.0,5.0,5.0,6.0,17.0,15.0,11.0,25.0,5.0,12.0,0.0,0.0,0.0,0.0
645613,8000.0,3,12.29,266.83,C,C1,84918.0,10+ years,1,45000.0,2,2015-04-01,0,0,149.0,22,6.4,3.0,660.0,664.0,9.0,1.0,1.0,4921.0,63.1,14.0,0,0,Feb-2000,0.0,1.0,0.0,6.0,6.0,6.0,9.0,10.0,2.0,9.0,12.0,6.0,9.0,0.0,0.0,0.0,2.0
457981,6500.0,3,7.99,203.66,A,A5,248569.0,1 year,2,135000.0,1,2017-03-01,0,3,123.0,12,31.66,0.0,700.0,704.0,21.0,1.0,1.0,11026.0,24.2,41.0,0,0,Apr-1988,3.0,1.0,0.0,2.0,3.0,3.0,3.0,14.0,19.0,5.0,21.0,3.0,21.0,0.0,0.0,0.0,3.0
342451,21000.0,3,8.39,661.85,B,B1,38.0,10+ years,0,100000.0,1,2016-02-01,0,4,203.0,30,23.9,2.0,675.0,679.0,18.0,0.0,0.0,40391.0,79.8,39.0,0,0,Dec-1983,4.0,1.0,1.0,6.0,11.0,11.0,6.0,15.0,9.0,13.0,25.0,12.0,18.0,0.0,0.0,0.0,3.0
295761,35000.0,3,14.49,1204.57,C,C4,177164.0,10+ years,0,172300.0,2,2016-08-01,0,2,74.0,30,12.21,2.0,660.0,664.0,10.0,0.0,0.0,71599.0,86.0,16.0,0,0,Aug-2004,5.0,1.0,1.0,8.0,8.0,8.0,9.0,13.0,0.0,9.0,13.0,8.0,10.0,0.0,0.0,1.0,1.0
490261,7500.0,3,9.16,239.06,B,B2,38.0,4 years,0,41500.0,0,2016-03-01,0,0,697.0,39,10.32,0.0,695.0,699.0,17.0,0.0,0.0,9591.0,73.8,26.0,0,0,Jun-2008,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,19.0,3.0,5.0,3.0,17.0,0.0,0.0,0.0,4.0
770067,10500.0,5,11.99,233.52,C,C1,385.0,10+ years,0,65000.0,1,2016-03-01,0,4,191.0,5,15.27,0.0,680.0,684.0,14.0,0.0,0.0,20418.0,32.5,30.0,0,0,Jul-1998,4.0,1.0,0.0,5.0,8.0,8.0,7.0,10.0,12.0,12.0,15.0,8.0,14.0,0.0,0.0,0.0,8.0
316043,28000.0,5,17.57,704.49,D,D4,85848.0,7 years,1,128000.0,1,2015-04-01,1,0,171.0,8,14.3,0.0,665.0,669.0,14.0,1.0,1.0,11137.0,66.3,30.0,0,0,Nov-2002,0.0,1.0,0.0,6.0,8.0,8.0,8.0,11.0,10.0,12.0,20.0,8.0,14.0,0.0,0.0,0.0,5.0
461989,19050.0,3,11.44,627.65,B,B4,48.0,3 years,1,70000.0,1,2017-03-01,0,1,17.0,13,12.52,0.0,755.0,759.0,9.0,0.0,0.0,380.0,2.7,11.0,0,0,Dec-2010,1.0,1.0,0.0,3.0,4.0,4.0,4.0,6.0,3.0,6.0,8.0,4.0,9.0,0.0,0.0,0.0,1.0
671764,18600.0,3,12.29,620.37,C,C1,1623.0,< 1 year,1,62000.0,1,2015-02-01,0,0,265.0,7,24.74,0.0,685.0,689.0,7.0,0.0,0.0,19300.0,67.7,22.0,1,0,Sep-1998,0.0,1.0,0.0,4.0,4.0,4.0,4.0,6.0,13.0,5.0,9.0,4.0,7.0,0.0,0.0,0.0,2.0
541889,11300.0,3,10.15,365.42,B,B2,14673.0,10+ years,0,72000.0,0,2014-09-01,0,0,104.0,23,29.64,0.0,725.0,729.0,10.0,1.0,0.0,29986.0,76.1,30.0,1,0,Dec-1974,0.0,1.0,0.0,3.0,6.0,6.0,3.0,12.0,7.0,7.0,20.0,6.0,10.0,0.0,0.0,0.0,1.0
575541,15000.0,3,10.99,491.01,B,B4,199.0,5 years,0,100000.0,0,2015-06-01,0,0,19.0,14,9.75,1.0,755.0,759.0,12.0,0.0,0.0,12352.0,25.6,22.0,0,0,Dec-1999,0.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,7.0,10.0,12.0,3.0,12.0,0.0,0.0,0.0,3.0
427253,6000.0,3,17.57,215.63,D,D4,307.0,10+ years,1,55000.0,2,2014-07-01,0,0,171.0,8,33.87,0.0,665.0,669.0,10.0,0.0,0.0,1234.0,5.1,36.0,1,0,Jun-1996,0.0,1.0,0.0,0.0,2.0,2.0,2.0,22.0,4.0,7.0,32.0,2.0,10.0,0.0,0.0,0.0,1.0
408806,24000.0,3,10.99,785.62,B,B3,21729.0,1 year,2,80000.0,1,2014-10-01,1,0,17.0,13,29.72,0.0,670.0,674.0,9.0,0.0,0.0,35451.0,45.3,15.0,1,0,May-1988,0.0,1.0,0.0,5.0,6.0,6.0,6.0,11.0,3.0,7.0,12.0,6.0,9.0,0.0,0.0,0.0,0.0
129924,3600.0,3,11.48,118.68,B,B5,324.0,4 years,2,53000.0,2,2016-01-01,1,0,19.0,14,15.81,0.0,690.0,694.0,5.0,0.0,0.0,2624.0,57.0,12.0,0,0,Apr-2007,0.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,7.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,3.0
144612,10200.0,3,13.49,346.1,C,C2,55.0,10+ years,0,25000.0,2,2017-04-01,1,0,244.0,14,17.23,0.0,740.0,744.0,21.0,0.0,0.0,810.0,1.8,33.0,0,1,Aug-2006,0.0,1.0,0.0,1.0,6.0,6.0,6.0,8.0,8.0,19.0,23.0,6.0,21.0,0.0,0.0,0.0,14.0
43444,5700.0,3,7.39,177.02,A,A4,5533.0,9 years,0,85000.0,1,2016-06-01,1,0,157.0,8,17.49,0.0,730.0,734.0,7.0,1.0,1.0,1512.0,9.4,13.0,0,0,Feb-2005,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,7.0,4.0,6.0,1.0,7.0,0.0,0.0,0.0,2.0
531968,9800.0,3,7.24,303.68,A,A3,22993.0,< 1 year,0,41400.0,1,2016-11-01,0,4,479.0,8,10.26,0.0,685.0,689.0,11.0,0.0,0.0,9252.0,59.7,16.0,0,0,Oct-2006,4.0,1.0,0.0,6.0,7.0,7.0,6.0,7.0,5.0,8.0,10.0,7.0,11.0,0.0,0.0,0.0,2.0
194296,35000.0,5,19.52,917.97,E,E3,1777.0,1 year,0,560000.0,1,2015-05-01,0,2,218.0,0,8.63,1.0,700.0,704.0,11.0,0.0,0.0,221037.0,84.5,46.0,0,0,Feb-2002,5.0,1.0,0.0,2.0,4.0,4.0,2.0,15.0,15.0,5.0,23.0,4.0,11.0,0.0,0.0,0.0,6.0
233759,21000.0,5,15.22,502.02,C,C3,265763.0,10+ years,0,140000.0,1,2013-09-01,0,0,161.0,14,10.42,0.0,690.0,694.0,13.0,0.0,0.0,11814.0,65.3,17.0,1,0,Oct-2001,95.0,1.0,0.0,6.0,10.0,10.0,6.0,8.0,3.0,10.0,12.0,10.0,13.0,0.0,0.0,0.0,2.0
420581,8000.0,3,14.46,275.22,C,C4,1812.0,1 year,1,29050.0,1,2016-03-01,1,0,507.0,19,12.27,1.0,675.0,679.0,8.0,0.0,0.0,3898.0,34.5,16.0,0,0,Jan-2007,0.0,1.0,0.0,4.0,6.0,6.0,4.0,4.0,9.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,4.0
321394,25000.0,3,7.9,782.26,A,A4,114530.0,10+ years,0,125000.0,1,2014-03-01,0,0,197.0,4,12.6,0.0,725.0,729.0,8.0,0.0,0.0,29311.0,60.1,19.0,1,0,Jun-1997,0.0,1.0,0.0,3.0,5.0,5.0,3.0,4.0,6.0,6.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0
226536,2000.0,3,11.99,66.42,C,C1,19277.0,4 years,0,50000.0,1,2016-06-01,0,0,732.0,1,19.32,0.0,750.0,754.0,7.0,0.0,0.0,8249.0,82.5,28.0,0,0,Nov-2004,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,10.0,2.0,11.0,2.0,7.0,0.0,0.0,0.0,5.0
767770,21600.0,3,12.99,727.69,C,C2,74.0,10+ years,0,85000.0,1,2015-02-01,0,0,218.0,0,12.17,0.0,725.0,729.0,6.0,0.0,0.0,18615.0,79.6,12.0,1,0,Apr-2002,0.0,1.0,0.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,7.0,4.0,6.0,0.0,0.0,0.0,2.0
573478,20000.0,3,14.99,693.21,C,C5,106442.0,8 years,1,43000.0,2,2015-01-01,0,0,145.0,8,19.65,1.0,675.0,679.0,15.0,0.0,0.0,12666.0,70.0,21.0,0,0,Jan-2002,0.0,1.0,0.0,6.0,11.0,11.0,6.0,6.0,3.0,14.0,18.0,11.0,15.0,0.0,0.0,0.0,0.0
740603,26000.0,5,6.0,511.92,D,D1,1697.0,10+ years,0,75000.0,2,2014-04-01,0,0,12.0,9,24.94,1.0,705.0,709.0,16.0,0.0,0.0,19651.0,52.6,44.0,0,0,Oct-2000,0.0,1.0,0.0,3.0,3.0,3.0,5.0,18.0,8.0,12.0,32.0,3.0,16.0,0.0,0.0,0.0,3.0
619306,35000.0,5,12.29,783.7,C,C1,82861.0,3 years,0,185000.0,1,2015-03-01,1,0,64.0,14,16.39,0.0,735.0,739.0,15.0,0.0,0.0,53440.0,74.0,33.0,0,0,Feb-1984,0.0,1.0,0.0,9.0,11.0,11.0,10.0,13.0,12.0,12.0,17.0,11.0,15.0,0.0,0.0,0.0,1.0
253105,35000.0,5,13.18,799.59,C,C3,80.0,10+ years,1,80000.0,1,2015-11-01,1,4,62.0,13,30.53,0.0,715.0,719.0,15.0,0.0,0.0,32566.0,68.8,42.0,1,0,Jan-1989,4.0,1.0,0.0,5.0,6.0,6.0,9.0,24.0,8.0,11.0,34.0,6.0,15.0,0.0,0.0,0.0,4.0
310056,30000.0,5,23.83,860.09,F,F5,336379.0,10+ years,0,82000.0,2,2012-09-01,0,0,329.0,18,31.88,0.0,670.0,674.0,14.0,0.0,0.0,32724.0,90.1,34.0,1,0,Oct-1992,54675.0,1.0,0.0,4.0,8.0,8.0,4.0,12.0,5.0,10.0,21.0,8.0,14.0,0.0,0.0,0.0,2.0
293088,11200.0,3,14.16,383.67,C,C2,148.0,2 years,0,52000.0,1,2014-02-01,1,0,9.0,7,16.96,0.0,675.0,679.0,12.0,0.0,0.0,15406.0,66.7,43.0,1,0,Jul-2000,0.0,1.0,0.0,2.0,10.0,10.0,2.0,5.0,22.0,10.0,14.0,10.0,12.0,0.0,0.0,0.0,4.0
512036,7000.0,3,9.99,225.84,B,B3,24517.0,4 years,2,36226.0,2,2015-11-01,0,5,330.0,21,28.2,0.0,685.0,689.0,8.0,0.0,0.0,6418.0,74.6,13.0,0,0,Apr-2001,6.0,1.0,0.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0
505207,15000.0,5,13.99,348.95,C,C4,49.0,1 year,0,40000.0,2,2015-11-01,0,0,766.0,37,16.14,0.0,665.0,669.0,6.0,0.0,0.0,9197.0,100.0,25.0,0,0,Mar-2002,0.0,1.0,3.0,2.0,2.0,2.0,2.0,7.0,13.0,2.0,9.0,2.0,6.0,0.0,0.0,0.0,1.0
104968,5600.0,3,5.31,168.62,A,A1,184.0,7 years,0,100000.0,0,2018-03-01,0,0,500.0,27,22.61,0.0,765.0,769.0,13.0,0.0,0.0,15913.0,21.8,31.0,0,0,Dec-2001,0.0,1.0,0.0,3.0,4.0,4.0,6.0,7.0,17.0,7.0,12.0,4.0,13.0,0.0,0.0,0.0,2.0
584533,29900.0,5,19.72,787.52,D,D5,224644.0,10+ years,1,87500.0,2,2013-06-01,0,0,116.0,14,28.53,0.0,710.0,714.0,13.0,0.0,0.0,16927.0,42.2,21.0,1,0,Dec-1998,784.0,1.0,0.0,6.0,7.0,7.0,7.0,9.0,7.0,11.0,14.0,7.0,13.0,0.0,0.0,0.0,3.0
16517,5000.0,3,11.67,165.29,B,B4,54.0,NA,2,58896.0,1,2014-07-01,0,2,297.0,18,20.32,1.0,715.0,719.0,2.0,0.0,0.0,8139.0,81.4,15.0,0,0,Aug-1997,5.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,8.0,1.0,2.0,0.0,0.0,1.0,1.0
11256,20000.0,3,14.09,684.43,B,B5,228277.0,6 years,0,119000.0,2,2013-06-01,0,0,342.0,21,10.03,0.0,665.0,669.0,10.0,0.0,0.0,19707.0,69.4,10.0,1,0,Mar-2010,56.0,1.0,0.0,4.0,6.0,6.0,4.0,4.0,1.0,8.0,8.0,6.0,10.0,0.0,0.0,0.0,2.0
668546,23900.0,3,13.65,812.79,C,C1,59.0,< 1 year,1,60000.0,1,2014-03-01,0,4,20.0,15,23.7,0.0,680.0,684.0,16.0,0.0,0.0,34723.0,73.9,28.0,0,0,Jan-2001,4.0,1.0,0.0,9.0,10.0,10.0,9.0,13.0,7.0,11.0,20.0,10.0,16.0,0.0,0.0,0.0,1.0
389034,6500.0,3,11.99,215.87,B,B3,11838.0,10+ years,0,50000.0,1,2014-03-01,0,4,558.0,24,27.56,1.0,660.0,664.0,7.0,0.0,0.0,2700.0,69.2,18.0,1,0,Aug-2007,4.0,1.0,0.0,2.0,3.0,3.0,2.0,7.0,7.0,4.0,10.0,3.0,7.0,0.0,0.0,0.0,1.0
194678,8000.0,3,11.53,263.93,B,B5,490.0,10+ years,0,90000.0,1,2015-05-01,0,0,191.0,5,11.89,1.0,670.0,674.0,11.0,3.0,0.0,46238.0,91.9,25.0,0,0,Jan-1995,0.0,1.0,1.0,5.0,8.0,8.0,6.0,14.0,1.0,10.0,22.0,8.0,11.0,0.0,0.0,1.0,3.0
203458,14000.0,3,9.17,446.31,B,B2,54.0,NA,0,77000.0,0,2015-12-01,0,4,434.0,2,21.92,0.0,705.0,709.0,19.0,0.0,0.0,31480.0,33.8,43.0,0,0,Jul-2003,4.0,1.0,0.0,7.0,10.0,10.0,10.0,17.0,8.0,17.0,31.0,10.0,19.0,0.0,0.0,0.0,3.0
203982,40000.0,5,21.85,1101.35,D,D5,1342.0,4 years,0,100000.0,0,2018-04-01,0,0,189.0,9,57.99,0.0,715.0,719.0,30.0,0.0,0.0,127371.0,68.8,48.0,0,1,May-2003,0.0,1.0,0.0,14.0,19.0,19.0,18.0,22.0,10.0,26.0,33.0,19.0,30.0,0.0,0.0,0.0,2.0
26856,10000.0,3,15.31,348.18,C,C5,2558.0,2 years,1,36000.0,1,2016-04-01,0,0,134.0,8,26.67,0.0,700.0,704.0,22.0,0.0,0.0,10262.0,86.2,25.0,0,0,Sep-2007,2.0,1.0,0.0,3.0,5.0,5.0,3.0,3.0,18.0,6.0,7.0,5.0,22.0,0.0,0.0,0.0,0.0
46702,10000.0,3,14.65,344.95,C,C5,184.0,1 year,2,36000.0,1,2015-05-01,0,2,301.0,21,5.93,0.0,695.0,699.0,7.0,1.0,1.0,4814.0,41.1,19.0,1,0,Nov-1995,5.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,6.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0
384600,7500.0,3,7.89,234.65,A,A5,48935.0,10+ years,1,65000.0,2,2015-08-01,0,3,89.0,3,2.07,0.0,685.0,689.0,6.0,0.0,0.0,4520.0,33.7,33.0,0,0,Aug-1995,3.0,1.0,4.0,2.0,3.0,3.0,3.0,9.0,11.0,6.0,16.0,3.0,6.0,0.0,0.0,0.0,2.0
11285,12000.0,3,13.11,404.97,B,B4,307802.0,9 years,1,60000.0,2,2013-04-01,0,4,276.0,20,30.46,0.0,710.0,714.0,19.0,0.0,0.0,20279.0,29.3,52.0,1,0,May-1994,4.0,1.0,0.0,7.0,8.0,8.0,10.0,25.0,14.0,15.0,38.0,8.0,19.0,0.0,0.0,0.0,4.0
66200,13800.0,5,28.88,437.04,G,G2,148.0,< 1 year,0,43200.0,2,2016-08-01,0,0,500.0,27,14.44,0.0,665.0,669.0,18.0,2.0,2.0,4003.0,48.2,36.0,0,0,Dec-1995,0.0,1.0,2.0,2.0,5.0,5.0,2.0,6.0,15.0,6.0,15.0,5.0,17.0,0.0,0.0,0.0,3.0
17941,14400.0,5,24.5,418.45,F,F3,220557.0,10+ years,0,104000.0,2,2013-09-01,0,4,286.0,16,17.54,1.0,680.0,684.0,17.0,3.0,0.0,14066.0,80.8,39.0,1,0,Dec-2000,2342.0,1.0,0.0,10.0,11.0,11.0,11.0,12.0,19.0,12.0,13.0,11.0,17.0,0.0,0.0,0.0,4.0
63078,35000.0,5,26.99,1068.53,F,F3,54793.0,10+ years,0,158000.0,2,2016-06-01,1,0,134.0,8,24.39,0.0,675.0,679.0,15.0,4.0,0.0,26259.0,68.4,28.0,1,0,Jan-1999,0.0,1.0,3.0,6.0,6.0,6.0,9.0,10.0,12.0,9.0,11.0,6.0,15.0,0.0,0.0,0.0,7.0
15078,20000.0,3,7.39,621.12,A,A4,722.0,3 years,1,100000.0,1,2016-06-01,1,0,51.0,13,6.19,1.0,690.0,694.0,6.0,0.0,0.0,26198.0,83.4,20.0,0,0,Sep-2003,2.0,1.0,1.0,3.0,3.0,3.0,5.0,10.0,4.0,5.0,12.0,3.0,6.0,0.0,0.0,0.0,2.0
157121,4500.0,3,15.61,157.35,D,D1,86820.0,10+ years,0,58000.0,2,2015-04-01,0,2,263.0,0,28.8,2.0,665.0,669.0,17.0,0.0,0.0,13646.0,37.2,31.0,1,0,Aug-1976,5.0,1.0,0.0,4.0,12.0,12.0,5.0,8.0,6.0,13.0,20.0,12.0,17.0,0.0,0.0,0.0,5.0
87615,12500.0,5,22.39,348.02,E,E1,354172.0,3 years,1,45500.0,2,2016-09-01,0,0,51.0,13,23.77,0.0,710.0,714.0,5.0,0.0,0.0,9282.0,53.0,9.0,0,0,Mar-2011,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,1.0
798076,6575.0,3,12.99,221.51,B,B5,147015.0,10+ years,0,37300.0,2,2014-03-01,0,2,97.0,12,19.08,0.0,675.0,679.0,7.0,1.0,0.0,1704.0,28.9,44.0,1,0,Jul-2000,5.0,1.0,5.0,1.0,4.0,4.0,2.0,15.0,9.0,5.0,29.0,4.0,7.0,0.0,0.0,0.0,1.0
794553,15000.0,3,11.99,498.15,C,C1,1331.0,10+ years,0,70000.0,1,2016-05-01,1,0,276.0,20,2.42,1.0,665.0,669.0,7.0,1.0,0.0,5696.0,38.2,21.0,0,0,Aug-1998,0.0,1.0,2.0,4.0,4.0,4.0,5.0,8.0,7.0,7.0,14.0,4.0,7.0,0.0,0.0,1.0,1.0
139694,8500.0,3,8.18,267.07,B,B1,28288.0,2 years,1,45000.0,0,2015-07-01,0,8,5.0,4,15.92,1.0,745.0,749.0,7.0,0.0,0.0,2593.0,68.2,30.0,0,0,May-1997,9.0,1.0,0.0,1.0,1.0,1.0,2.0,15.0,10.0,3.0,18.0,1.0,7.0,0.0,0.0,0.0,0.0
278825,5850.0,3,15.8,205.1,C,C3,228617.0,10+ years,0,74000.0,0,2012-10-01,0,0,341.0,14,5.64,2.0,670.0,674.0,8.0,0.0,0.0,2317.0,23.2,17.0,1,0,Jan-1999,53211.0,1.0,0.0,1.0,2.0,2.0,1.0,4.0,6.0,6.0,9.0,2.0,8.0,0.0,0.0,0.0,1.0
73408,24000.0,5,12.29,537.4,C,C1,18063.0,7 years,1,70000.0,1,2015-06-01,0,0,134.0,8,22.25,0.0,725.0,729.0,10.0,0.0,0.0,7625.0,34.3,21.0,0,0,Nov-2005,0.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,7.0,8.0,14.0,3.0,10.0,0.0,0.0,0.0,4.0
322872,12000.0,3,14.64,413.88,C,C3,209674.0,< 1 year,2,46000.0,1,2014-02-01,0,0,167.0,8,8.92,2.0,660.0,664.0,7.0,0.0,0.0,12174.0,78.5,21.0,1,0,Mar-2004,0.0,1.0,3.0,3.0,3.0,3.0,4.0,9.0,1.0,7.0,15.0,3.0,7.0,0.0,0.0,2.0,0.0
725124,28800.0,3,6.92,888.21,A,A4,10213.0,10+ years,0,92000.0,1,2015-05-01,0,4,553.0,27,35.46,0.0,790.0,794.0,14.0,0.0,0.0,22195.0,32.9,31.0,1,0,Apr-1995,4.0,1.0,0.0,5.0,6.0,6.0,7.0,11.0,8.0,9.0,16.0,6.0,14.0,0.0,0.0,0.0,1.0
160144,21000.0,3,11.47,692.2,B,B5,5680.0,1 year,1,75000.0,2,2016-04-01,1,0,121.0,14,17.55,0.0,690.0,694.0,11.0,1.0,1.0,24694.0,36.3,26.0,0,0,Aug-1995,0.0,1.0,0.0,5.0,7.0,7.0,6.0,7.0,10.0,10.0,13.0,7.0,11.0,0.0,0.0,0.0,2.0
146544,10000.0,5,19.99,264.89,E,E3,107840.0,10+ years,0,50000.0,1,2015-01-01,0,4,420.0,4,21.72,0.0,685.0,689.0,9.0,0.0,0.0,10530.0,68.8,30.0,1,0,Jul-2004,4.0,1.0,0.0,4.0,6.0,6.0,4.0,10.0,11.0,6.0,17.0,6.0,9.0,0.0,0.0,0.0,4.0
372654,35000.0,5,24.5,1017.07,F,F3,109564.0,10+ years,0,247000.0,2,2015-01-01,0,5,99.0,8,9.71,1.0,685.0,689.0,7.0,0.0,0.0,43385.0,97.5,16.0,1,0,Jun-1996,6.0,1.0,0.0,4.0,4.0,4.0,5.0,10.0,1.0,5.0,11.0,4.0,7.0,0.0,0.0,0.0,1.0
709325,5600.0,3,14.08,191.62,C,C3,4507.0,1 year,0,58000.0,0,2017-10-01,0,9,363.0,43,9.52,0.0,680.0,684.0,8.0,3.0,0.0,7501.0,33.6,16.0,0,0,Apr-1994,10.0,1.0,0.0,2.0,5.0,5.0,3.0,3.0,9.0,6.0,7.0,5.0,8.0,0.0,0.0,0.0,3.0
364694,15000.0,3,9.67,481.69,B,B1,55788.0,4 years,0,99000.0,0,2014-02-01,0,4,137.0,32,9.28,0.0,715.0,719.0,5.0,0.0,0.0,9760.0,66.4,17.0,1,0,Jun-1997,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,7.0,3.0,9.0,2.0,5.0,0.0,0.0,0.0,2.0
471624,22125.0,5,9.93,469.33,B,B2,1440.0,7 years,0,65000.0,0,2017-09-01,0,0,716.0,29,29.78,1.0,760.0,764.0,8.0,0.0,0.0,1304.0,5.0,34.0,0,0,Jun-2001,0.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,22.0,3.0,7.0,2.0,8.0,0.0,0.0,0.0,2.0
